FL_DATE,OP_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED,DISTANCE
2011-06-04,AS,EWR,SEA,-22.0,0.0,0.0,2401.0
2011-09-23,DL,TPA,ATL,-8.0,0.0,0.0,406.0
2011-04-23,YV,LAS,LAX,-11.0,0.0,0.0,236.0
2011-04-01,US,PHX,BOI,4.0,0.0,0.0,735.0
2011-05-03,WN,SLC,DEN,-6.0,0.0,0.0,390.0
2011-04-01,FL,ATL,LAS,13.0,0.0,0.0,1747.0
2011-12-16,YV,ITO,HNL,14.0,0.0,0.0,216.0
2011-06-05,WN,HOU,BHM,-11.0,0.0,0.0,570.0
2011-05-08,HA,OGG,HNL,2.0,0.0,0.0,100.0
2011-12-16,WN,SMF,PDX,-8.0,0.0,0.0,479.0
2011-06-30,US,ABE,CLT,2.0,0.0,0.0,481.0
2011-05-03,FL,TPA,SJU,5.0,0.0,0.0,1237.0
2011-10-11,UA,ORD,DEN,-1.0,0.0,0.0,888.0
2011-09-22,WN,PDX,SMF,-5.0,0.0,0.0,479.0
2011-03-10,DL,BDL,MCO,2.0,0.0,0.0,1050.0
2011-04-01,XE,ORD,CLE,-3.0,0.0,0.0,316.0
2011-11-24,DL,ATL,JAX,-7.0,0.0,0.0,270.0
2011-03-11,AA,SJC,DFW,6.0,0.0,0.0,1439.0
2011-11-28,WN,SLC,LAX,-13.0,0.0,0.0,590.0
2011-02-08,DL,ATL,DEN,14.0,0.0,0.0,1199.0
2011-09-23,WN,BNA,AUS,5.0,0.0,0.0,756.0
2011-05-29,EV,BWI,MEM,-14.0,0.0,0.0,787.0
2011-09-05,WN,OKC,MCI,-8.0,0.0,0.0,313.0
2011-12-17,FL,HOU,ATL,-2.0,0.0,0.0,696.0
2011-04-23,US,TPA,DCA,12.0,0.0,0.0,814.0
2011-06-04,MQ,SJC,LAX,-11.0,0.0,0.0,308.0
2011-06-26,OO,DEN,MLI,18.0,0.0,0.0,752.0
2011-06-26,DL,MCO,DTW,-19.0,0.0,0.0,957.0
2011-05-07,UA,SFO,EWR,-28.0,0.0,0.0,2565.0
2011-06-27,AA,ORD,LGA,-31.0,0.0,0.0,733.0
2011-04-05,WN,STL,RDU,-49.0,1.0,0.0,667.0
2011-10-12,MQ,DFW,BTR,3.0,1.0,0.0,383.0
2011-08-30,HA,HNL,LIH,1.0,1.0,0.0,102.0
2011-08-31,AS,FAI,ANC,-3.0,1.0,0.0,261.0
2011-01-15,DL,CVG,SLC,-9.0,1.0,0.0,1449.0
2011-05-06,WN,PHL,STL,5.0,1.0,0.0,813.0
2011-04-16,DL,MSP,ATL,-8.0,1.0,0.0,906.0
2011-09-01,OO,SAN,LAX,3.0,1.0,0.0,109.0
2011-09-27,CO,EWR,LAX,1.0,1.0,0.0,2454.0
2011-10-28,WN,LAS,DEN,-7.0,1.0,0.0,628.0
2011-09-27,WN,MCO,BWI,-10.0,1.0,0.0,787.0
2011-04-21,WN,LAX,BWI,-19.0,1.0,0.0,2329.0
2011-05-16,WN,MCO,JAN,-1.0,1.0,0.0,587.0
2011-04-28,WN,FLL,TPA,0.0,1.0,0.0,197.0
2011-01-23,CO,IAH,EWR,-13.0,1.0,0.0,1400.0
2011-09-01,CO,IAH,EWR,5.0,1.0,0.0,1400.0
2011-04-28,UA,SFO,ORD,-14.0,1.0,0.0,1846.0
2011-10-30,CO,IAH,DEN,17.0,1.0,0.0,862.0
2011-09-16,WN,LAX,ABQ,-6.0,1.0,0.0,677.0
2011-09-26,WN,MDW,BWI,0.0,1.0,0.0,611.0
2011-02-14,WN,SJC,BUR,-5.0,1.0,0.0,297.0
2011-04-21,WN,SMF,PHX,-7.0,1.0,0.0,647.0
2011-01-14,WN,HOU,PHX,-11.0,1.0,0.0,1020.0
2011-09-02,AA,SAT,DFW,-15.0,1.0,0.0,247.0
2011-01-15,WN,PIT,MCO,-18.0,1.0,0.0,834.0
2011-10-29,XE,BTV,CLE,-1.0,1.0,0.0,489.0
2011-05-07,EV,CLT,MEM,7.0,1.0,0.0,512.0
2011-09-06,OO,SFO,ACV,15.0,1.0,0.0,250.0
2011-09-09,WN,MDW,ONT,-36.0,1.0,0.0,1706.0
2011-09-29,WN,STL,MDW,3.0,1.0,0.0,251.0
2011-10-09,WN,RDU,BWI,-15.0,1.0,0.0,255.0
2011-09-06,AA,DFW,ANC,-1.0,1.0,0.0,3043.0
2011-04-24,WN,LAX,MDW,-21.0,1.0,0.0,1751.0
2011-04-12,OO,PSP,LAX,-3.0,1.0,0.0,110.0
2011-08-28,DL,DCA,ATL,-15.0,1.0,0.0,547.0
2011-10-16,EV,BHM,ATL,0.0,1.0,0.0,134.0
2011-09-05,B6,SFO,FLL,-12.0,1.0,0.0,2583.0
2011-03-31,OO,LAX,COS,2.0,1.0,0.0,833.0
2011-04-17,AA,DFW,IAD,-9.0,1.0,0.0,1172.0
2011-04-19,WN,HOU,LAX,-19.0,1.0,0.0,1390.0
2011-04-13,YV,ORD,CLT,-2.0,1.0,0.0,599.0
2011-09-30,EV,ATL,EYW,-13.0,1.0,0.0,646.0
2011-05-12,WN,FLL,BWI,-3.0,1.0,0.0,925.0
2011-10-14,US,CLE,CLT,-6.0,1.0,0.0,430.0
2011-04-08,WN,PHL,PIT,33.0,1.0,0.0,267.0
2011-05-12,EV,ATL,CLE,4.0,1.0,0.0,554.0
2011-02-08,US,PHL,BOS,6.0,1.0,0.0,280.0
2011-03-27,B6,RSW,BOS,-17.0,1.0,0.0,1249.0
2011-04-02,DL,JFK,LAX,-24.0,1.0,0.0,2475.0
2011-09-21,WN,HOU,DAL,-2.0,1.0,0.0,239.0
2011-09-08,WN,HOU,OKC,-1.0,1.0,0.0,419.0
2011-08-26,WN,EWR,MDW,-21.0,1.0,0.0,711.0
2011-05-02,DL,MSP,DTW,-3.0,1.0,0.0,528.0
2011-10-15,DL,BHM,ATL,-13.0,1.0,0.0,134.0
2011-05-12,AA,DFW,LGA,-11.0,1.0,0.0,1389.0
2011-11-06,DL,PIT,ATL,-10.0,1.0,0.0,526.0
2011-04-20,AA,ORD,MIA,-24.0,1.0,0.0,1197.0
2011-02-13,US,ATL,PHL,2.0,1.0,0.0,665.0
2011-03-28,WN,SJC,PHX,8.0,1.0,0.0,622.0
2011-01-23,WN,PHX,LAX,-11.0,1.0,0.0,370.0
2011-04-10,B6,CLT,JFK,1.0,1.0,0.0,541.0
2011-08-22,WN,IND,PHX,-12.0,1.0,0.0,1488.0
2011-04-07,UA,EWR,SFO,-1.0,1.0,0.0,2565.0
2011-10-17,DL,ATL,RSW,0.0,1.0,0.0,515.0
2011-04-11,MQ,ORD,TYS,-5.0,1.0,0.0,475.0
2011-09-03,AS,ANC,SEA,-6.0,1.0,0.0,1448.0
2011-01-09,YV,IAD,JAX,8.0,1.0,0.0,631.0
2011-10-06,B6,FLL,IAD,-5.0,1.0,0.0,901.0
2011-01-11,WN,LAS,RDU,-20.0,1.0,0.0,2027.0
2011-05-10,WN,PHX,BWI,0.0,1.0,0.0,1999.0
2011-04-17,WN,MCO,MHT,-12.0,1.0,0.0,1142.0
2011-03-25,US,PHX,JFK,-7.0,1.0,0.0,2153.0
2011-10-13,WN,SJC,SNA,-10.0,1.0,0.0,342.0
2011-04-17,DL,BOS,SLC,10.0,1.0,0.0,2105.0
2011-10-13,WN,OKC,HOU,-8.0,1.0,0.0,419.0
2011-02-08,B6,FLL,SWF,-7.0,1.0,0.0,1119.0
2011-10-13,CO,EWR,IAH,-6.0,1.0,0.0,1400.0
2011-10-28,DL,ATL,IAD,-17.0,1.0,0.0,534.0
2011-02-09,US,PHL,ATL,8.0,1.0,0.0,665.0
2011-09-28,WN,DEN,SEA,-6.0,1.0,0.0,1024.0
2011-10-02,XE,MSY,CLE,14.0,1.0,0.0,917.0
2011-01-23,WN,LAS,CLE,-5.0,1.0,0.0,1825.0
2011-12-10,WN,PVD,MCO,11.0,1.0,0.0,1072.0
2011-08-09,WN,PHL,MCO,53.0,1.0,0.0,861.0
2011-11-17,XE,EWR,JAX,2.0,1.0,0.0,820.0
2011-06-05,UA,ORD,IAD,2.0,1.0,0.0,589.0
2011-03-04,DL,PHX,DTW,-15.0,1.0,0.0,1671.0
2011-05-21,MQ,BWI,JFK,10.0,1.0,0.0,184.0
2011-12-12,WN,DAL,HOU,-7.0,1.0,0.0,239.0
2011-06-06,AS,PHX,SEA,-17.0,1.0,0.0,1107.0
2011-06-06,AA,DFW,CMH,-6.0,1.0,0.0,927.0
2011-06-12,WN,ONT,DEN,-6.0,1.0,0.0,819.0
2011-11-18,DL,SLC,ANC,34.0,1.0,0.0,2125.0
2011-02-04,AA,MCO,JFK,-16.0,1.0,0.0,944.0
2011-06-17,WN,ONT,LAS,-5.0,1.0,0.0,197.0
2011-06-17,OO,MSP,MOT,-2.0,1.0,0.0,449.0
2011-12-06,AS,PHX,SEA,-23.0,1.0,0.0,1107.0
2011-11-17,UA,MSY,DEN,-3.0,1.0,0.0,1062.0
2011-12-09,AA,DFW,MIA,6.0,1.0,0.0,1121.0
2011-03-17,US,CLT,LAX,-27.0,1.0,0.0,2125.0
2011-06-04,AA,ORD,XNA,-14.0,1.0,0.0,522.0
2011-11-14,WN,PDX,DEN,-8.0,1.0,0.0,991.0
2011-06-05,XE,CLE,ORF,3.0,1.0,0.0,435.0
2011-06-10,WN,SMF,LAX,-2.0,1.0,0.0,373.0
2011-12-15,US,DCA,MCO,-6.0,1.0,0.0,759.0
2011-12-15,AA,ORD,RSW,-6.0,1.0,0.0,1120.0
2011-08-12,WN,BHM,TPA,-10.0,1.0,0.0,459.0
2011-02-27,OO,MAF,IAH,-2.0,1.0,0.0,429.0
2011-02-27,WN,PHX,SMF,-2.0,1.0,0.0,647.0
2011-06-05,AA,DFW,DEN,-8.0,1.0,0.0,641.0
2011-08-12,CO,DCA,IAH,-9.0,1.0,0.0,1208.0
2011-06-10,EV,RDU,MSP,-7.0,1.0,0.0,981.0
2011-06-09,WN,DAL,LIT,-5.0,1.0,0.0,296.0
2011-03-02,WN,BNA,HOU,-10.0,1.0,0.0,670.0
2011-06-08,F9,DEN,DFW,-7.0,1.0,0.0,641.0
2011-12-14,WN,AUS,DAL,3.0,1.0,0.0,189.0
2011-12-15,WN,PHX,AUS,0.0,1.0,0.0,872.0
2011-06-07,WN,RNO,LAS,-4.0,1.0,0.0,345.0
2011-06-08,WN,SMF,BUR,-6.0,1.0,0.0,358.0
2011-06-08,B6,AUS,LGB,-6.0,1.0,0.0,1226.0
2011-08-03,WN,MDW,CLE,-15.0,1.0,0.0,307.0
2011-11-21,WN,MDW,BOS,-17.0,1.0,0.0,861.0
2011-06-28,WN,MKE,BWI,1.0,1.0,0.0,641.0
2011-05-25,WN,SAN,OAK,3.0,1.0,0.0,446.0
2011-02-05,US,SJU,CLT,-14.0,1.0,0.0,1474.0
2011-06-26,OO,STL,MKE,-3.0,1.0,0.0,317.0
2011-03-15,UA,PHX,DEN,5.0,1.0,0.0,602.0
2011-08-04,WN,BOI,SLC,-7.0,1.0,0.0,290.0
2011-08-04,EV,BOS,RDU,-17.0,1.0,0.0,612.0
2011-11-24,WN,STL,SAN,-19.0,1.0,0.0,1557.0
2011-03-13,WN,MSP,MDW,-3.0,1.0,0.0,349.0
2011-11-23,B6,BQN,MCO,-2.0,1.0,0.0,1129.0
2011-01-06,OO,SLC,EKO,-7.0,1.0,0.0,200.0
2011-08-02,WN,BWI,STL,-21.0,1.0,0.0,738.0
2011-06-29,DL,LAX,ATL,-5.0,1.0,0.0,1946.0
2011-06-28,AA,DFW,LAX,36.0,1.0,0.0,1235.0
2011-05-27,WN,MCI,IND,1.0,1.0,0.0,451.0
2011-06-30,FL,MKE,LGA,-10.0,1.0,0.0,738.0
2011-06-29,WN,MHT,PHX,-28.0,1.0,0.0,2279.0
2011-08-06,WN,SNA,LAS,1.0,1.0,0.0,226.0
2011-06-20,WN,AUS,PHX,-6.0,1.0,0.0,872.0
2011-12-03,F9,GEG,DEN,10.0,1.0,0.0,836.0
2011-06-21,AS,SAN,SEA,-1.0,1.0,0.0,1050.0
2011-05-23,WN,OAK,LAX,-4.0,1.0,0.0,337.0
2011-03-17,B6,JFK,MCO,-35.0,1.0,0.0,944.0
2011-06-18,WN,TPA,MHT,-11.0,1.0,0.0,1204.0
2011-03-17,WN,SLC,LAX,3.0,1.0,0.0,590.0
2011-06-19,DL,ORF,ATL,-3.0,1.0,0.0,516.0
2011-11-20,WN,MDW,LAX,3.0,1.0,0.0,1750.0
2011-06-23,WN,ABQ,LAX,-2.0,1.0,0.0,677.0
2011-05-30,AA,MIA,MCO,-3.0,1.0,0.0,193.0
2011-06-25,AA,ORD,DFW,-8.0,1.0,0.0,802.0
2011-02-05,WN,TPA,PBI,-7.0,1.0,0.0,174.0
2011-02-04,WN,LAS,SAN,-13.0,1.0,0.0,258.0
2011-12-02,CO,EWR,FLL,-23.0,1.0,0.0,1065.0
2011-02-17,DL,BOS,LGA,-9.0,1.0,0.0,185.0
2011-08-05,UA,LAS,SFO,-5.0,1.0,0.0,414.0
2011-06-14,WN,SLC,MDW,-9.0,1.0,0.0,1258.0
2011-02-21,XE,IAH,OMA,1.0,1.0,0.0,781.0
2011-02-21,MQ,DFW,JAN,-9.0,1.0,0.0,408.0
2011-06-22,WN,SLC,DEN,-19.0,1.0,0.0,390.0
2011-08-15,CO,MIA,IAH,-17.0,1.0,0.0,964.0
2011-12-28,YV,CLT,MEM,-12.0,1.0,0.0,511.0
2011-12-28,WN,PHX,SMF,-15.0,1.0,0.0,647.0
2011-12-21,WN,BWI,MHT,-3.0,1.0,0.0,377.0
2011-06-21,WN,MDW,CLE,8.0,1.0,0.0,307.0
2011-06-18,XE,IAH,DTW,17.0,1.0,0.0,1076.0
2011-02-02,WN,TPA,BWI,-9.0,1.0,0.0,842.0
2011-06-29,WN,PIT,BWI,-8.0,1.0,0.0,210.0
2011-12-29,MQ,BTR,DFW,-17.0,1.0,0.0,383.0
2011-06-14,FL,MKE,DCA,-4.0,1.0,0.0,634.0
2011-08-16,AA,DFW,LAS,-7.0,1.0,0.0,1055.0
2011-12-24,US,ATL,PHX,-21.0,1.0,0.0,1587.0
2011-12-26,DL,ATL,FLL,-5.0,1.0,0.0,581.0
2011-02-23,B6,JFK,FLL,-23.0,1.0,0.0,1069.0
2011-12-25,AA,BOS,ORD,-22.0,1.0,0.0,867.0
2011-06-25,AA,MKE,DFW,-7.0,1.0,0.0,853.0
2011-05-17,WN,PHL,JAX,1.0,1.0,0.0,742.0
2011-06-15,MQ,ORD,CMH,4.0,1.0,0.0,296.0
2011-12-23,WN,SAN,DEN,1.0,1.0,0.0,853.0
2011-12-27,WN,CMH,LAS,0.0,1.0,0.0,1771.0
2011-01-02,CO,DTW,IAH,-9.0,1.0,0.0,1076.0
2011-06-27,UA,SAN,DEN,-20.0,1.0,0.0,853.0
2011-02-22,MQ,DTW,ORD,9.0,1.0,0.0,235.0
2011-06-02,WN,HOU,STL,-4.0,1.0,0.0,687.0
2011-12-30,DL,ATL,SAT,-27.0,1.0,0.0,874.0
2011-02-18,CO,SJC,IAH,2.0,1.0,0.0,1609.0
2011-02-18,CO,IAH,PDX,3.0,1.0,0.0,1825.0
2011-11-13,WN,SNA,SFO,-7.0,1.0,0.0,372.0
2011-02-02,DL,MSP,DCA,-10.0,1.0,0.0,931.0
2011-12-31,WN,CMH,TPA,-11.0,1.0,0.0,829.0
2011-12-19,AA,EWR,DFW,9.0,1.0,0.0,1372.0
2011-06-19,DL,MEM,ATL,2.0,1.0,0.0,332.0
2011-12-20,MQ,DFW,XNA,-2.0,1.0,0.0,280.0
2011-01-09,OO,RAP,SLC,17.0,1.0,0.0,508.0
2011-06-19,WN,FLL,MDW,8.0,1.0,0.0,1166.0
2011-09-08,WN,HOU,BWI,-2.0,2.0,0.0,1246.0
2011-05-31,XE,BWI,ORD,-16.0,2.0,0.0,622.0
2011-09-02,OO,CLT,IAH,-7.0,2.0,0.0,912.0
2011-12-27,DL,DTW,FLL,43.0,2.0,0.0,1127.0
2011-05-02,CO,SAN,IAH,3.0,2.0,0.0,1303.0
2011-01-05,WN,TUS,LAX,-7.0,2.0,0.0,451.0
2011-10-24,XE,ATL,IAH,-11.0,2.0,0.0,689.0
2011-06-20,UA,SFO,HNL,-2.0,2.0,0.0,2399.0
2011-06-21,DL,ATL,PHF,5.0,2.0,0.0,508.0
2011-09-30,WN,ONT,PHX,-6.0,2.0,0.0,325.0
2011-02-17,F9,DEN,IND,-16.0,2.0,0.0,977.0
2011-03-14,AA,DFW,SMF,-13.0,2.0,0.0,1431.0
2011-06-20,DL,ATL,SJU,-9.0,2.0,0.0,1547.0
2011-09-10,AS,SEA,BOS,12.0,2.0,0.0,2496.0
2011-09-01,WN,DEN,TUL,-18.0,2.0,0.0,541.0
2011-12-02,WN,BWI,DTW,0.0,2.0,0.0,409.0
2011-03-13,WN,PHL,STL,-4.0,2.0,0.0,813.0
2011-04-02,US,PHL,STT,28.0,2.0,0.0,1605.0
2011-10-24,UA,SFO,BWI,3.0,2.0,0.0,2457.0
2011-10-24,OO,SJC,DEN,-7.0,2.0,0.0,948.0
2011-11-26,WN,AUS,HRL,5.0,2.0,0.0,273.0
2011-12-29,EV,FAY,ATL,24.0,2.0,0.0,331.0
2011-06-27,DL,JAC,SLC,1.0,2.0,0.0,205.0
2011-11-28,WN,HOU,DEN,-2.0,2.0,0.0,883.0
2011-06-29,DL,MCO,MSP,25.0,2.0,0.0,1310.0
2011-11-28,WN,CLE,MDW,5.0,2.0,0.0,307.0
2011-02-21,AS,PDX,LAX,4.0,2.0,0.0,834.0
2011-03-12,WN,FLL,BUF,-11.0,2.0,0.0,1166.0
2011-06-21,OO,SLC,GTF,1.0,2.0,0.0,463.0
2011-05-05,CO,IAH,SNA,2.0,2.0,0.0,1347.0
2011-10-06,B6,SYR,JFK,-11.0,2.0,0.0,209.0
2011-06-21,WN,MDW,DEN,10.0,2.0,0.0,895.0
2011-10-02,WN,DEN,RNO,-14.0,2.0,0.0,804.0
2011-04-17,WN,SNA,SJC,-6.0,2.0,0.0,342.0
2011-11-30,DL,DTW,SFO,-8.0,2.0,0.0,2079.0
2011-02-09,AA,DFW,PHX,9.0,2.0,0.0,868.0
2011-12-30,MQ,FAT,LAX,,2.0,0.0,209.0
2011-05-31,CO,BOS,EWR,6.0,2.0,0.0,200.0
2011-02-21,WN,ONT,PHX,13.0,2.0,0.0,325.0
2011-06-22,CO,EWR,ORD,61.0,2.0,0.0,719.0
2011-01-06,WN,BUR,SMF,-10.0,2.0,0.0,358.0
2011-03-10,EV,CRW,ATL,-1.0,2.0,0.0,363.0
2011-11-29,US,PHX,IAH,-5.0,2.0,0.0,1009.0
2011-06-29,WN,MCO,PVD,-28.0,2.0,0.0,1073.0
2011-06-13,WN,ISP,MCO,-13.0,2.0,0.0,972.0
2011-09-25,UA,ORD,PDX,-16.0,2.0,0.0,1739.0
2011-09-26,AA,ORD,LAX,-17.0,2.0,0.0,1745.0
2011-03-01,US,PHX,DEN,-13.0,2.0,0.0,602.0
2011-02-26,WN,BUR,PHX,-17.0,2.0,0.0,369.0
2011-09-20,DL,DTW,TPA,-7.0,2.0,0.0,983.0
2011-09-19,OO,SFO,EUG,9.0,2.0,0.0,451.0
2011-06-08,DL,ATL,DFW,-15.0,2.0,0.0,732.0
2011-12-11,WN,FLL,MDW,-24.0,2.0,0.0,1166.0
2011-06-07,MQ,OKC,ORD,16.0,2.0,0.0,693.0
2011-12-21,MQ,ORD,XNA,-8.0,2.0,0.0,522.0
2011-03-03,YV,PHL,ORD,5.0,2.0,0.0,678.0
2011-12-21,WN,SEA,RNO,-9.0,2.0,0.0,564.0
2011-06-10,US,DEN,PHX,-2.0,2.0,0.0,602.0
2011-10-17,FL,ATL,FLL,-7.0,2.0,0.0,581.0
2011-02-25,DL,RSW,MSP,-1.0,2.0,0.0,1416.0
2011-04-22,WN,ISP,BWI,-4.0,2.0,0.0,220.0
2011-12-16,WN,DAL,LIT,-5.0,2.0,0.0,296.0
2011-06-05,US,CLT,IAH,-4.0,2.0,0.0,913.0
2011-09-23,WN,BWI,BDL,-3.0,2.0,0.0,283.0
2011-01-14,AA,ORD,DFW,-16.0,2.0,0.0,802.0
2011-06-04,AS,LAX,ANC,-15.0,2.0,0.0,2345.0
2011-06-04,WN,HOU,AUS,1.0,2.0,0.0,148.0
2011-12-15,UA,ORD,MCO,-4.0,2.0,0.0,1005.0
2011-09-21,MQ,LAX,SJC,-3.0,2.0,0.0,308.0
2011-04-25,US,PHL,ORD,-5.0,2.0,0.0,678.0
2011-09-20,WN,BWI,ALB,2.0,2.0,0.0,289.0
2011-02-10,EV,ATL,HPN,-10.0,2.0,0.0,780.0
2011-02-28,WN,PHX,SAT,1.0,2.0,0.0,843.0
2011-04-08,MQ,LAX,SJC,-8.0,2.0,0.0,308.0
2011-09-21,XE,DEN,COS,1.0,2.0,0.0,73.0
2011-09-12,WN,RDU,BWI,-4.0,2.0,0.0,255.0
2011-04-29,DL,ATL,SMF,6.0,2.0,0.0,2092.0
2011-04-29,CO,MCO,EWR,-12.0,2.0,0.0,938.0
2011-06-16,XE,IAD,BDL,6.0,2.0,0.0,326.0
2011-06-16,US,RDU,CLT,5.0,2.0,0.0,130.0
2011-09-29,F9,DEN,PHX,-5.0,2.0,0.0,602.0
2011-12-07,MQ,LGA,DTW,30.0,2.0,0.0,502.0
2011-06-02,WN,LAX,SFO,-6.0,2.0,0.0,337.0
2011-06-19,MQ,ORF,JFK,-18.0,2.0,0.0,289.0
2011-01-20,AA,DFW,RNO,-6.0,2.0,0.0,1345.0
2011-02-23,US,CLT,BOS,12.0,2.0,0.0,728.0
2011-10-09,WN,AUS,PHX,-14.0,2.0,0.0,872.0
2011-09-12,US,CLT,MSY,-2.0,2.0,0.0,651.0
2011-10-09,CO,IAH,DEN,-13.0,2.0,0.0,862.0
2011-03-07,WN,MSP,MDW,3.0,2.0,0.0,349.0
2011-09-15,US,IAH,CLT,16.0,2.0,0.0,912.0
2011-09-27,AA,ORD,LGA,13.0,2.0,0.0,733.0
2011-12-22,WN,PHX,BWI,-23.0,2.0,0.0,1999.0
2011-06-28,DL,ATL,DAB,11.0,2.0,0.0,366.0
2011-01-29,AA,DFW,MCO,-8.0,2.0,0.0,984.0
2011-04-27,WN,TPA,DEN,-8.0,2.0,0.0,1506.0
2011-09-27,WN,HOU,OAK,-1.0,2.0,0.0,1642.0
2011-02-13,OO,ORD,SAT,1.0,2.0,0.0,1041.0
2011-01-28,WN,PDX,GEG,-2.0,2.0,0.0,279.0
2011-02-24,DL,MCO,MSP,-15.0,2.0,0.0,1310.0
2011-06-28,EV,MSP,RDU,3.0,2.0,0.0,981.0
2011-12-23,WN,HOU,JAN,-2.0,2.0,0.0,359.0
2011-06-28,AA,DFW,PIT,14.0,2.0,0.0,1068.0
2011-12-23,XE,EWR,BNA,-3.0,2.0,0.0,748.0
2011-04-05,WN,HOU,HRL,4.0,2.0,0.0,276.0
2011-08-14,YV,MSY,CLT,-12.0,2.0,0.0,651.0
2011-03-29,US,DFW,PHL,-10.0,2.0,0.0,1302.0
2011-08-30,US,MIA,CLT,-10.0,2.0,0.0,650.0
2011-03-25,XE,IAD,EWR,-4.0,2.0,0.0,213.0
2011-11-20,EV,DTW,OKC,45.0,2.0,0.0,900.0
2011-08-13,CO,TPA,EWR,12.0,2.0,0.0,997.0
2011-05-24,WN,STL,SDF,-7.0,2.0,0.0,254.0
2011-11-13,CO,EWR,TPA,-3.0,2.0,0.0,997.0
2011-03-25,DL,LGA,RSW,-3.0,2.0,0.0,1080.0
2011-08-31,CO,EWR,LAS,33.0,2.0,0.0,2227.0
2011-08-03,UA,IAD,SFO,-11.0,2.0,0.0,2419.0
2011-05-25,MQ,FAT,LAX,-6.0,2.0,0.0,209.0
2011-02-07,AA,JFK,STT,-15.0,2.0,0.0,1623.0
2011-08-30,MQ,CAE,DFW,-21.0,2.0,0.0,922.0
2011-11-21,F9,DEN,LAS,-3.0,2.0,0.0,628.0
2011-08-03,WN,SMF,SAN,1.0,2.0,0.0,480.0
2011-08-30,WN,PHX,SLC,-10.0,2.0,0.0,507.0
2011-02-16,WN,SFO,SNA,0.0,2.0,0.0,372.0
2011-08-10,WN,MSY,FLL,12.0,2.0,0.0,674.0
2011-05-12,YV,CLT,IAD,6.0,2.0,0.0,321.0
2011-05-23,WN,BNA,BWI,-14.0,2.0,0.0,588.0
2011-11-01,WN,OAK,ONT,-2.0,2.0,0.0,362.0
2011-05-22,WN,PHX,MHT,-26.0,2.0,0.0,2279.0
2011-08-08,WN,SLC,MDW,-15.0,2.0,0.0,1259.0
2011-11-02,DL,SEA,SLC,-5.0,2.0,0.0,689.0
2011-03-27,MQ,DFW,LIT,3.0,2.0,0.0,304.0
2011-11-14,US,CLT,ALB,12.0,2.0,0.0,646.0
2011-08-24,OO,COS,DEN,-17.0,2.0,0.0,73.0
2011-05-24,DL,ATL,PBI,-7.0,2.0,0.0,545.0
2011-01-26,MQ,LGA,ATL,9.0,2.0,0.0,761.0
2011-03-26,AA,DFW,IND,-13.0,2.0,0.0,762.0
2011-01-07,WN,LAS,BHM,-17.0,2.0,0.0,1618.0
2011-01-25,WN,PHL,MDW,-9.0,2.0,0.0,668.0
2011-11-19,DL,MSP,SFO,5.0,2.0,0.0,1589.0
2011-05-20,CO,BOS,IAH,-20.0,2.0,0.0,1597.0
2011-08-18,AA,DFW,SFO,6.0,2.0,0.0,1464.0
2011-02-15,OO,ACV,SFO,11.0,2.0,0.0,250.0
2011-11-23,MQ,SGF,DFW,-4.0,2.0,0.0,364.0
2011-08-18,HA,HNL,SMF,11.0,2.0,0.0,2462.0
2011-08-03,CO,MIA,EWR,4.0,2.0,0.0,1085.0
2011-01-09,UA,IAD,SEA,-14.0,2.0,0.0,2306.0
2011-08-31,WN,LAS,ORF,-6.0,2.0,0.0,2154.0
2011-08-28,WN,DEN,TUS,-21.0,3.0,0.0,639.0
2011-09-21,OO,DAL,IAH,14.0,3.0,0.0,216.0
2011-06-06,OO,BIL,DEN,11.0,3.0,0.0,455.0
2011-10-23,DL,SLC,DTW,-11.0,3.0,0.0,1481.0
2011-11-09,UA,DEN,ORD,0.0,3.0,0.0,888.0
2011-06-02,F9,MSP,DEN,-2.0,3.0,0.0,680.0
2011-02-14,DL,BOS,ATL,-9.0,3.0,0.0,946.0
2011-06-07,DL,MEM,PHL,18.0,3.0,0.0,874.0
2011-01-07,DL,DTW,SEA,11.0,3.0,0.0,1927.0
2011-01-07,WN,DAL,OKC,-3.0,3.0,0.0,181.0
2011-03-19,US,PHX,SMF,-2.0,3.0,0.0,647.0
2011-06-20,FL,ATL,FLL,4.0,3.0,0.0,581.0
2011-08-06,DL,SEA,ATL,-6.0,3.0,0.0,2182.0
2011-09-21,HA,HNL,KOA,7.0,3.0,0.0,163.0
2011-03-07,CO,EWR,SFO,1.0,3.0,0.0,2565.0
2011-05-14,EV,DTW,IAD,6.0,3.0,0.0,383.0
2011-06-22,B6,SJU,JFK,7.0,3.0,0.0,1597.0
2011-09-24,OO,PSP,LAS,8.0,3.0,0.0,173.0
2011-06-22,UA,SFO,HNL,-2.0,3.0,0.0,2399.0
2011-08-13,WN,DAL,STL,-7.0,3.0,0.0,546.0
2011-05-27,OO,IAH,ORD,-2.0,3.0,0.0,925.0
2011-11-05,US,PHL,DEN,-25.0,3.0,0.0,1558.0
2011-09-24,WN,SAN,SJC,18.0,3.0,0.0,417.0
2011-03-14,OO,IAH,RDU,47.0,3.0,0.0,1043.0
2011-03-16,WN,STL,PHL,0.0,3.0,0.0,813.0
2011-01-23,WN,ABQ,LAS,-6.0,3.0,0.0,487.0
