FL_DATE,OP_CARRIER,ORIGIN,DEST,ARR_DELAY,DEP_DELAY,CANCELLED,DISTANCE
2017-12-22,DL,SEA,JFK,-7.0,36.0,0.0,2422.0
2017-02-15,OO,SFO,MSP,22.0,36.0,0.0,1589.0
2017-01-02,WN,BWI,RDU,39.0,36.0,0.0,255.0
2017-04-23,WN,PIT,MDW,30.0,36.0,0.0,402.0
2017-03-02,WN,ONT,SJC,25.0,36.0,0.0,333.0
2017-10-05,DL,AUS,ATL,36.0,36.0,0.0,813.0
2017-05-21,UA,SFO,SEA,31.0,36.0,0.0,679.0
2017-02-26,EV,DCA,CLE,50.0,36.0,0.0,310.0
2017-12-28,WN,BUR,SFO,26.0,36.0,0.0,326.0
2017-07-11,UA,IAH,PDX,24.0,36.0,0.0,1825.0
2017-04-09,DL,ATL,ABQ,23.0,37.0,0.0,1269.0
2017-08-06,WN,MCO,BUF,15.0,37.0,0.0,1011.0
2017-09-02,DL,STL,ATL,40.0,37.0,0.0,484.0
2017-12-30,AA,ORD,JAC,,37.0,0.0,1162.0
2017-07-28,DL,LGA,DTW,12.0,37.0,0.0,502.0
2017-04-24,AA,AUS,LAX,45.0,37.0,0.0,1242.0
2017-09-15,WN,DEN,IND,29.0,37.0,0.0,977.0
2017-08-23,OO,RAP,DEN,24.0,37.0,0.0,300.0
2017-03-15,UA,LAX,EWR,43.0,37.0,0.0,2454.0
2017-06-20,WN,BWI,BUF,33.0,37.0,0.0,281.0
2017-08-25,OO,SMF,SFO,33.0,37.0,0.0,86.0
2017-06-11,UA,SNA,IAH,22.0,37.0,0.0,1346.0
2017-08-01,UA,IAH,EWR,18.0,37.0,0.0,1400.0
2017-07-23,UA,SFO,ORD,36.0,38.0,0.0,1846.0
2017-06-20,AA,STL,MIA,26.0,38.0,0.0,1068.0
2017-08-02,AA,IND,DFW,34.0,38.0,0.0,761.0
2017-06-22,AS,FLL,SEA,38.0,38.0,0.0,2717.0
2017-08-04,B6,PDX,LGB,31.0,38.0,0.0,846.0
2017-11-04,AA,STL,DFW,26.0,38.0,0.0,550.0
2017-04-09,WN,DEN,JAX,30.0,38.0,0.0,1447.0
2017-11-12,WN,HOU,MSY,27.0,38.0,0.0,302.0
2017-06-14,F9,LAS,AUS,32.0,38.0,0.0,1090.0
2017-03-02,WN,OAK,SAN,27.0,38.0,0.0,446.0
2017-07-14,WN,LAS,LIT,33.0,38.0,0.0,1294.0
2017-03-22,AA,CLT,BOS,34.0,38.0,0.0,728.0
2017-03-09,UA,ORD,SEA,48.0,39.0,0.0,1721.0
2017-06-25,B6,JAX,DCA,23.0,39.0,0.0,634.0
2017-03-27,UA,RDU,EWR,38.0,39.0,0.0,416.0
2017-08-21,OO,GRR,ORD,29.0,39.0,0.0,137.0
2017-12-10,OO,APN,DTW,18.0,39.0,0.0,198.0
2017-03-15,DL,LGA,SRQ,-7.0,39.0,0.0,1047.0
2017-09-07,F9,TPA,CVG,45.0,39.0,0.0,773.0
2017-06-23,NK,MCO,BOS,39.0,39.0,0.0,1121.0
2017-07-12,B6,MCO,HPN,29.0,39.0,0.0,972.0
2017-04-04,WN,ATL,RDU,35.0,39.0,0.0,356.0
2017-01-13,UA,SFO,MCO,48.0,39.0,0.0,2446.0
2017-10-12,EV,EWR,CAK,55.0,40.0,0.0,382.0
2017-08-09,WN,MCO,DEN,25.0,40.0,0.0,1546.0
2017-10-15,DL,ATL,CAE,34.0,40.0,0.0,192.0
2017-10-19,EV,LGA,CVG,26.0,40.0,0.0,585.0
2017-07-22,WN,SFO,BUR,71.0,40.0,0.0,326.0
2017-08-07,DL,MCI,MSP,20.0,40.0,0.0,393.0
2017-05-11,WN,ATL,PIT,25.0,40.0,0.0,526.0
2017-12-07,WN,HOU,MSY,47.0,40.0,0.0,302.0
2017-01-10,OO,GRB,ORD,49.0,40.0,0.0,173.0
2017-06-06,NK,MCO,MSY,34.0,40.0,0.0,551.0
2017-06-18,DL,EWR,DTW,24.0,40.0,0.0,488.0
2017-06-20,AS,SEA,LAX,44.0,40.0,0.0,954.0
2017-05-03,WN,DAL,IND,54.0,41.0,0.0,755.0
2017-09-04,OO,SFO,SMF,46.0,41.0,0.0,86.0
2017-02-12,DL,PDX,ATL,21.0,41.0,0.0,2172.0
2017-03-13,WN,ATL,MCO,41.0,41.0,0.0,404.0
2017-07-21,WN,LAS,LAX,42.0,41.0,0.0,236.0
2017-07-20,WN,LAS,SMF,31.0,41.0,0.0,397.0
2017-12-22,WN,DAL,STL,31.0,41.0,0.0,546.0
2017-05-27,WN,ATL,LGA,23.0,41.0,0.0,762.0
2017-09-13,HA,OGG,SJC,34.0,41.0,0.0,2355.0
2017-10-31,DL,DTW,CLT,31.0,41.0,0.0,500.0
2017-07-22,WN,MCO,FLL,36.0,42.0,0.0,177.0
2017-12-23,WN,CHS,BWI,27.0,42.0,0.0,472.0
2017-07-24,AA,DFW,FLL,37.0,42.0,0.0,1119.0
2017-03-03,WN,ABQ,OAK,42.0,42.0,0.0,889.0
2017-02-24,AA,PHL,FLL,18.0,42.0,0.0,992.0
2017-01-23,DL,DEN,MSP,25.0,42.0,0.0,680.0
2017-05-26,HA,HNL,ITO,49.0,42.0,0.0,216.0
2017-08-23,AA,MIA,DFW,28.0,42.0,0.0,1121.0
2017-02-02,DL,MSP,GEG,34.0,42.0,0.0,1175.0
2017-07-22,DL,ATL,TUS,23.0,42.0,0.0,1541.0
2017-02-02,AA,DFW,SFO,51.0,42.0,0.0,1464.0
2017-04-16,AA,MIA,PHL,18.0,43.0,0.0,1013.0
2017-07-15,AA,RDU,ORD,29.0,43.0,0.0,646.0
2017-10-30,VX,PDX,SFO,46.0,43.0,0.0,550.0
2017-07-23,WN,ATL,FLL,29.0,43.0,0.0,581.0
2017-06-01,DL,LAX,SLC,29.0,43.0,0.0,590.0
2017-12-14,OO,CID,MSP,39.0,43.0,0.0,220.0
2017-05-23,WN,DAY,MDW,38.0,43.0,0.0,226.0
2017-03-11,WN,MKE,PHX,29.0,43.0,0.0,1460.0
2017-02-07,DL,KOA,LAX,5.0,43.0,0.0,2504.0
2017-04-06,OO,MSP,RAP,22.0,43.0,0.0,489.0
2017-09-18,VX,SAN,SFO,47.0,44.0,0.0,447.0
2017-01-21,WN,JAX,BNA,60.0,44.0,0.0,483.0
2017-12-31,AA,CLT,PDX,91.0,44.0,0.0,2282.0
2017-09-10,WN,HOU,STL,51.0,44.0,0.0,687.0
2017-06-04,DL,FLL,LGA,20.0,44.0,0.0,1076.0
2017-12-04,AA,ORD,BOS,54.0,44.0,0.0,867.0
2017-02-25,DL,LGA,DTW,14.0,44.0,0.0,502.0
2017-01-12,EV,ORD,MKE,45.0,44.0,0.0,67.0
2017-05-07,WN,MCI,RSW,38.0,44.0,0.0,1155.0
2017-01-20,UA,AUS,ORD,17.0,45.0,0.0,977.0
2017-01-02,B6,BDL,MCO,35.0,45.0,0.0,1050.0
2017-01-15,DL,RIC,ATL,17.0,45.0,0.0,481.0
2017-12-19,HA,HNL,OGG,45.0,45.0,0.0,100.0
2017-05-31,WN,CAK,ATL,42.0,45.0,0.0,528.0
2017-04-24,DL,MSP,FSD,34.0,45.0,0.0,196.0
2017-05-01,WN,SEA,SJC,28.0,45.0,0.0,696.0
2017-06-12,WN,LAX,LAS,27.0,45.0,0.0,236.0
2017-01-13,AA,ATL,MIA,36.0,45.0,0.0,594.0
2017-04-24,WN,SAN,PDX,55.0,45.0,0.0,933.0
2017-07-19,WN,ICT,LAS,49.0,46.0,0.0,986.0
2017-12-24,WN,ELP,AUS,39.0,46.0,0.0,528.0
2017-08-09,OO,COS,DEN,28.0,46.0,0.0,73.0
2017-10-03,DL,SEA,DTW,40.0,46.0,0.0,1927.0
2017-03-13,WN,STL,CMH,41.0,46.0,0.0,409.0
2017-04-14,WN,BWI,SLC,38.0,46.0,0.0,1865.0
2017-04-26,OO,IAH,BOI,60.0,46.0,0.0,1482.0
2017-06-17,WN,LAX,AUS,33.0,46.0,0.0,1242.0
2017-06-27,DL,LGA,ATL,84.0,46.0,0.0,762.0
2017-01-01,AA,LAX,ORD,32.0,46.0,0.0,1744.0
2017-06-22,F9,ORD,LAS,47.0,47.0,0.0,1514.0
2017-04-18,EV,ATL,LEX,28.0,47.0,0.0,304.0
2017-07-18,UA,ORD,IAH,74.0,47.0,0.0,925.0
2017-03-08,NK,SEA,LAX,45.0,47.0,0.0,954.0
2017-07-28,EV,MLI,ATL,46.0,47.0,0.0,633.0
2017-05-05,B6,BOS,DCA,59.0,47.0,0.0,399.0
2017-12-26,DL,SLC,PDX,51.0,47.0,0.0,630.0
2017-07-24,B6,JFK,SRQ,44.0,47.0,0.0,1041.0
2017-05-01,WN,BWI,BOS,49.0,48.0,0.0,369.0
2017-10-26,AA,ATL,LAX,28.0,48.0,0.0,1947.0
2017-07-09,WN,MSY,MCO,34.0,48.0,0.0,551.0
2017-07-13,WN,STL,MCO,39.0,48.0,0.0,882.0
2017-12-15,B6,CHS,JFK,37.0,48.0,0.0,636.0
2017-05-09,WN,STL,MSP,43.0,48.0,0.0,448.0
2017-08-03,UA,DEN,PHX,32.0,48.0,0.0,602.0
2017-06-27,UA,ORD,TPA,25.0,48.0,0.0,1012.0
2017-06-30,B6,MCO,DCA,47.0,48.0,0.0,759.0
2017-06-21,B6,ORD,JFK,42.0,49.0,0.0,740.0
2017-06-13,WN,DEN,TUS,46.0,49.0,0.0,639.0
2017-02-04,UA,SFO,EWR,22.0,49.0,0.0,2565.0
2017-01-18,EV,ATL,EWN,49.0,49.0,0.0,433.0
2017-01-11,UA,ORD,ATL,54.0,49.0,0.0,606.0
2017-11-08,WN,DAL,SMF,25.0,49.0,0.0,1442.0
2017-02-15,AA,BOS,ORD,12.0,49.0,0.0,867.0
2017-08-18,AA,IAD,DFW,69.0,49.0,0.0,1172.0
2017-03-12,WN,MDW,LAX,38.0,49.0,0.0,1751.0
2017-05-01,WN,TPA,SAT,66.0,50.0,0.0,972.0
2017-06-07,EV,CLE,BOS,53.0,50.0,0.0,563.0
2017-12-26,B6,JFK,JAX,50.0,50.0,0.0,828.0
2017-08-01,WN,MDW,MSP,42.0,50.0,0.0,349.0
2017-01-06,AA,DFW,DAY,35.0,50.0,0.0,861.0
2017-07-16,AA,MSP,PHX,,50.0,0.0,1276.0
2017-05-12,WN,MCI,LAX,27.0,50.0,0.0,1363.0
2017-07-01,WN,DCA,STL,38.0,50.0,0.0,719.0
2017-03-21,AS,SEA,SFO,70.0,51.0,0.0,679.0
2017-11-13,UA,SAT,IAD,40.0,51.0,0.0,1362.0
2017-01-23,DL,RDU,ATL,26.0,51.0,0.0,356.0
2017-03-30,EV,ATL,RST,25.0,51.0,0.0,831.0
2017-03-01,WN,PHX,LAX,40.0,51.0,0.0,370.0
2017-06-24,WN,MCO,HOU,41.0,51.0,0.0,849.0
2017-01-19,DL,ATL,LGA,31.0,51.0,0.0,762.0
2017-06-16,UA,IAH,ORD,54.0,51.0,0.0,925.0
2017-02-01,AA,CLT,LGA,28.0,52.0,0.0,544.0
2017-03-09,AA,DFW,STL,55.0,52.0,0.0,550.0
2017-01-25,DL,ATL,MIA,35.0,52.0,0.0,594.0
2017-01-07,AA,EGE,DFW,23.0,52.0,0.0,721.0
2017-10-19,WN,BNA,PHX,31.0,52.0,0.0,1449.0
2017-03-30,AA,AUS,ORD,50.0,52.0,0.0,977.0
2017-09-13,OO,BNA,RDU,53.0,52.0,0.0,442.0
2017-04-21,B6,BOS,BUF,55.0,52.0,0.0,395.0
2017-04-06,OO,LAX,SMF,54.0,53.0,0.0,373.0
2017-05-19,WN,DEN,MCI,59.0,53.0,0.0,533.0
2017-07-28,UA,EWR,BQN,62.0,53.0,0.0,1585.0
2017-06-17,AA,PHX,SMF,46.0,53.0,0.0,647.0
2017-10-23,B6,PBI,JFK,54.0,53.0,0.0,1028.0
2017-10-31,DL,BWI,MSP,65.0,53.0,0.0,936.0
2017-07-18,EV,IAH,HSV,48.0,53.0,0.0,595.0
2017-04-21,EV,MKE,EWR,66.0,54.0,0.0,725.0
2017-01-07,AA,PHX,LIH,51.0,54.0,0.0,2979.0
2017-07-10,EV,CRP,IAH,57.0,54.0,0.0,201.0
2017-07-11,AA,DFW,OMA,50.0,54.0,0.0,583.0
2017-10-24,WN,DEN,ONT,31.0,54.0,0.0,819.0
2017-12-29,UA,ORD,SFO,49.0,54.0,0.0,1846.0
2017-07-13,DL,SLC,BWI,60.0,54.0,0.0,1865.0
2017-05-20,AS,SEA,SAN,50.0,55.0,0.0,1050.0
2017-08-08,WN,ATL,FLL,41.0,55.0,0.0,581.0
2017-06-07,AA,DCA,TPA,68.0,55.0,0.0,814.0
2017-05-24,AA,PHL,FLL,223.0,55.0,0.0,992.0
2017-11-17,NK,SAN,LAS,48.0,55.0,0.0,258.0
2017-01-26,OO,LAX,SBA,51.0,55.0,0.0,89.0
2017-06-17,AA,ORD,DFW,30.0,55.0,0.0,802.0
2017-06-16,DL,SMF,ATL,43.0,55.0,0.0,2092.0
2017-04-14,UA,LGA,IAH,24.0,56.0,0.0,1416.0
2017-06-06,AA,PIT,CLT,34.0,56.0,0.0,366.0
2017-09-04,WN,LGA,MDW,169.0,56.0,0.0,725.0
2017-07-11,NK,STT,FLL,42.0,56.0,0.0,1107.0
2017-07-11,UA,IAH,LGA,32.0,56.0,0.0,1416.0
2017-07-29,B6,RSW,EWR,44.0,56.0,0.0,1068.0
2017-05-30,WN,MDW,BOS,51.0,56.0,0.0,861.0
2017-02-14,EV,TYS,ORD,63.0,57.0,0.0,475.0
2017-04-07,AA,DFW,SAT,46.0,57.0,0.0,247.0
2017-05-05,B6,EWR,RSW,55.0,57.0,0.0,1068.0
2017-11-18,WN,DCA,DAL,50.0,57.0,0.0,1184.0
2017-01-06,WN,LBB,DAL,55.0,57.0,0.0,293.0
2017-03-14,WN,GRR,RSW,45.0,57.0,0.0,1147.0
2017-09-28,EV,DCA,EWR,62.0,58.0,0.0,199.0
2017-02-10,B6,EWR,TPA,56.0,58.0,0.0,997.0
2017-11-18,UA,IAH,DFW,46.0,58.0,0.0,224.0
2017-04-16,EV,ABE,ATL,37.0,58.0,0.0,692.0
2017-01-22,WN,AUS,BNA,53.0,58.0,0.0,756.0
2017-05-16,AA,MSP,CLT,47.0,58.0,0.0,930.0
2017-05-09,WN,MCI,MKE,60.0,58.0,0.0,436.0
2017-04-07,DL,CVG,MCO,52.0,59.0,0.0,757.0
2017-02-13,AA,MIA,DCA,51.0,59.0,0.0,919.0
2017-10-22,AA,ORD,DCA,64.0,59.0,0.0,612.0
2017-12-09,EV,SHV,DFW,50.0,59.0,0.0,190.0
2017-09-17,B6,BOS,BWI,59.0,59.0,0.0,369.0
2017-09-11,UA,ORD,AUS,44.0,59.0,0.0,977.0
2017-07-16,WN,MCI,PHX,48.0,59.0,0.0,1044.0
2017-07-11,WN,BDL,TPA,57.0,60.0,0.0,1111.0
2017-04-07,OO,SFO,FAT,84.0,60.0,0.0,158.0
2017-08-04,B6,JFK,LAX,80.0,60.0,0.0,2475.0
2017-12-29,AA,DFW,LAS,47.0,60.0,0.0,1055.0
2017-11-26,WN,MCO,CMH,43.0,60.0,0.0,802.0
2017-07-20,OO,ORD,AVP,47.0,60.0,0.0,632.0
2017-08-31,WN,LAS,PIT,52.0,61.0,0.0,1910.0
2017-03-03,EV,LGA,MSN,39.0,61.0,0.0,812.0
2017-08-21,WN,MCO,PVD,65.0,61.0,0.0,1072.0
2017-04-05,WN,MSP,DEN,60.0,61.0,0.0,680.0
2017-01-03,AA,DFW,DEN,56.0,61.0,0.0,641.0
2017-03-21,EV,ATL,MOB,38.0,61.0,0.0,302.0
2017-06-01,WN,LAS,MCO,43.0,62.0,0.0,2039.0
2017-02-19,UA,SFO,RNO,54.0,62.0,0.0,192.0
2017-07-18,WN,LAS,BUR,53.0,62.0,0.0,223.0
2017-01-16,F9,DEN,DTW,61.0,62.0,0.0,1123.0
2017-08-20,NK,EWR,FLL,45.0,62.0,0.0,1065.0
2017-08-03,OO,CID,DTW,118.0,62.0,0.0,430.0
2017-04-06,WN,BWI,BOS,58.0,63.0,0.0,369.0
2017-02-09,WN,PHX,LAS,58.0,63.0,0.0,255.0
2017-01-05,F9,PDX,PHX,37.0,63.0,0.0,1009.0
2017-10-31,DL,MSP,SEA,54.0,63.0,0.0,1399.0
2017-12-06,WN,LAS,DAL,65.0,63.0,0.0,1067.0
2017-07-24,EV,EWR,JAX,68.0,63.0,0.0,820.0
2017-09-05,WN,SMF,PDX,54.0,64.0,0.0,479.0
2017-06-27,UA,IAH,EWR,39.0,64.0,0.0,1400.0
2017-01-23,DL,LAX,SLC,47.0,64.0,0.0,590.0
2017-04-24,VX,LAS,SFO,62.0,64.0,0.0,414.0
2017-01-06,EV,ORD,GRB,56.0,64.0,0.0,173.0
2017-11-11,AA,DCA,MSY,41.0,64.0,0.0,969.0
2017-01-23,WN,MKE,MCO,43.0,65.0,0.0,1066.0
2017-07-12,AA,CLT,DFW,43.0,65.0,0.0,936.0
2017-04-07,WN,LAX,SFO,71.0,65.0,0.0,337.0
2017-10-11,DL,JFK,ATL,37.0,65.0,0.0,760.0
2017-11-17,UA,EWR,ATL,45.0,65.0,0.0,746.0
2017-04-02,AA,DFW,PHX,62.0,66.0,0.0,868.0
2017-03-07,WN,MSY,DAL,79.0,66.0,0.0,436.0
2017-11-05,OO,DTW,ALB,66.0,66.0,0.0,489.0
2017-11-09,UA,SFO,SEA,44.0,66.0,0.0,679.0
2017-07-09,B6,FLL,DTW,58.0,66.0,0.0,1127.0
2017-02-19,B6,SFO,FLL,71.0,66.0,0.0,2584.0
2017-06-13,DL,LAX,SEA,49.0,67.0,0.0,954.0
2017-09-19,OO,DEN,ISN,81.0,67.0,0.0,576.0
2017-01-11,UA,BOS,EWR,51.0,67.0,0.0,200.0
2017-02-23,B6,LGB,SJC,60.0,67.0,0.0,324.0
2017-11-12,AA,ATL,LAX,53.0,67.0,0.0,1946.0
2017-09-10,AA,ORD,LGA,62.0,68.0,0.0,733.0
2017-07-02,AA,RDU,CLT,61.0,68.0,0.0,130.0
2017-12-03,OO,CLE,ORD,49.0,68.0,0.0,316.0
2017-07-21,UA,SAN,ORD,117.0,68.0,0.0,1723.0
2017-06-17,AA,ORD,SEA,82.0,68.0,0.0,1721.0
2017-08-19,OO,PDX,SLC,66.0,69.0,0.0,630.0
2017-01-16,AA,BWI,DFW,74.0,69.0,0.0,1217.0
2017-02-27,AA,LGA,DCA,69.0,69.0,0.0,214.0
2017-07-11,DL,ATL,SLC,52.0,69.0,0.0,1590.0
2017-02-17,AS,SEA,HNL,60.0,69.0,0.0,2677.0
2017-09-26,OO,SFO,ONT,69.0,70.0,0.0,363.0
2017-06-21,B6,SJU,MCO,64.0,70.0,0.0,1189.0
2017-04-25,AA,ORD,LGA,99.0,70.0,0.0,733.0
2017-04-18,WN,BWI,ISP,61.0,70.0,0.0,220.0
2017-11-04,AA,LAX,SEA,60.0,70.0,0.0,954.0
2017-07-07,OO,DAY,DTW,56.0,71.0,0.0,166.0
2017-03-30,DL,DTW,MIA,51.0,71.0,0.0,1145.0
2017-02-06,WN,AUS,LAX,79.0,71.0,0.0,1242.0
2017-07-21,WN,DAL,HOU,62.0,71.0,0.0,239.0
2017-10-19,EV,RIC,DTW,61.0,71.0,0.0,456.0
2017-07-24,DL,ATL,ORF,62.0,72.0,0.0,516.0
2017-03-30,OO,DTW,CHA,81.0,72.0,0.0,505.0
2017-08-27,UA,BOS,SFO,51.0,72.0,0.0,2704.0
2017-10-14,AS,ORD,SEA,74.0,72.0,0.0,1721.0
2017-06-04,AA,DFW,TPA,75.0,73.0,0.0,929.0
2017-07-20,WN,SJC,BUR,77.0,73.0,0.0,296.0
2017-12-14,OO,ONT,SLC,82.0,73.0,0.0,558.0
2017-10-27,DL,ORF,ATL,69.0,73.0,0.0,516.0
2017-04-22,AA,PHX,BOS,116.0,73.0,0.0,2300.0
2017-05-11,DL,LAX,SFO,88.0,74.0,0.0,337.0
2017-10-10,DL,SLC,MCO,70.0,74.0,0.0,1931.0
2017-08-30,OO,SFO,BOI,78.0,74.0,0.0,522.0
2017-07-22,EV,ATL,CHA,74.0,74.0,0.0,106.0
2017-04-24,EV,STL,LGA,71.0,75.0,0.0,888.0
2017-06-29,DL,ATL,ORD,48.0,75.0,0.0,606.0
2017-10-09,AA,DFW,VPS,67.0,75.0,0.0,641.0
2017-07-08,WN,LAS,LAX,87.0,75.0,0.0,236.0
2017-04-17,WN,BUR,SFO,79.0,75.0,0.0,326.0
2017-10-22,UA,AUS,SFO,76.0,76.0,0.0,1504.0
2017-06-23,DL,SFO,JFK,57.0,76.0,0.0,2586.0
2017-06-01,WN,AUS,EWR,45.0,76.0,0.0,1504.0
2017-04-14,AA,CLT,IAH,55.0,76.0,0.0,912.0
2017-01-03,F9,PHL,PGD,39.0,77.0,0.0,973.0
2017-08-01,WN,BNA,MSY,67.0,77.0,0.0,471.0
2017-10-08,AA,DEN,ORD,57.0,77.0,0.0,888.0
2017-06-03,AA,DFW,JAX,69.0,77.0,0.0,918.0
2017-03-09,B6,MCO,JFK,56.0,78.0,0.0,944.0
2017-03-03,OO,ORD,LGA,67.0,78.0,0.0,733.0
2017-04-17,B6,EWR,MCO,73.0,78.0,0.0,937.0
2017-08-13,F9,MCO,MSY,67.0,78.0,0.0,551.0
2017-04-18,DL,EWR,DTW,71.0,79.0,0.0,488.0
2017-02-08,DL,MCI,ATL,64.0,79.0,0.0,692.0
2017-03-31,AA,COS,DFW,66.0,79.0,0.0,592.0
2017-08-06,B6,BOS,BWI,76.0,79.0,0.0,369.0
2017-06-12,EV,DCA,EWR,58.0,80.0,0.0,199.0
2017-10-19,UA,SFO,LAS,68.0,80.0,0.0,414.0
2017-12-13,AA,CLT,DTW,84.0,80.0,0.0,500.0
2017-03-03,EV,ATL,VPS,69.0,80.0,0.0,250.0
2017-03-29,DL,SAN,JFK,69.0,81.0,0.0,2446.0
2017-12-31,WN,AUS,MSY,82.0,81.0,0.0,444.0
2017-01-13,DL,SEA,LAS,83.0,81.0,0.0,867.0
2017-07-14,WN,ATL,DAL,86.0,81.0,0.0,721.0
2017-01-26,WN,BWI,ATL,86.0,82.0,0.0,577.0
2017-11-05,DL,SEA,ORD,63.0,82.0,0.0,1721.0
2017-06-15,WN,BOS,STL,80.0,82.0,0.0,1047.0
2017-02-16,OO,COS,SLC,63.0,82.0,0.0,411.0
2017-08-18,AA,PHX,BOS,71.0,83.0,0.0,2300.0
2017-02-16,OO,SFO,PHX,77.0,83.0,0.0,651.0
2017-07-23,WN,ABQ,LAX,70.0,83.0,0.0,677.0
2017-07-23,F9,PHX,DEN,89.0,83.0,0.0,602.0
2017-10-15,NK,LAX,FLL,64.0,84.0,0.0,2343.0
2017-07-24,EV,BHM,DFW,74.0,84.0,0.0,597.0
2017-05-19,AA,ORD,LAX,90.0,84.0,0.0,1744.0
2017-12-25,OO,SEA,PDX,74.0,85.0,0.0,129.0
2017-04-18,EV,IND,IAH,62.0,85.0,0.0,844.0
2017-07-24,WN,DEN,BOS,79.0,85.0,0.0,1754.0
2017-02-25,OO,IAH,ASE,144.0,85.0,0.0,913.0
2017-01-18,EV,ATL,AGS,83.0,86.0,0.0,143.0
2017-01-10,UA,IAD,SFO,116.0,86.0,0.0,2419.0
2017-08-01,DL,MIA,JFK,53.0,86.0,0.0,1089.0
2017-02-18,WN,PHX,PIT,87.0,87.0,0.0,1814.0
2017-05-15,UA,DEN,EWR,106.0,87.0,0.0,1605.0
2017-07-27,UA,EWR,MIA,77.0,87.0,0.0,1085.0
2017-03-13,DL,SAN,SLC,88.0,87.0,0.0,626.0
2017-07-30,UA,EWR,RSW,59.0,88.0,0.0,1068.0
2017-05-12,WN,AUS,SEA,97.0,88.0,0.0,1770.0
2017-05-05,AA,EWR,DFW,56.0,88.0,0.0,1372.0
2017-07-04,UA,IAH,IAD,63.0,89.0,0.0,1190.0
2017-12-15,AA,FLL,PHL,139.0,89.0,0.0,992.0
2010-12-31,OO,CWA,EAU,-192.0,-206.0,0.0,90.0
2010-06-16,AS,YAK,JNU,-33.0,-23.0,0.0,199.0
2010-02-10,OO,RAP,SLC,-25.0,-21.0,0.0,508.0
2010-01-01,OH,DCA,IND,-48.0,-20.0,0.0,499.0
2010-07-01,UA,JAC,DEN,-30.0,-19.0,0.0,406.0
2010-09-18,YV,LIH,HNL,-12.0,-18.0,0.0,102.0
2010-08-25,OO,SAN,LAX,-25.0,-17.0,0.0,109.0
2010-02-02,CO,HDN,IAH,-34.0,-17.0,0.0,986.0
2010-07-21,XE,BKG,AUS,-9.0,-17.0,0.0,507.0
2010-05-19,DL,PVD,DTW,-28.0,-16.0,0.0,614.0
2010-03-10,OO,GCC,SLC,-25.0,-16.0,0.0,410.0
2010-04-03,XE,SYR,CLE,-21.0,-16.0,0.0,317.0
2010-06-22,HA,OGG,PDX,-12.0,-16.0,0.0,2562.0
2010-08-14,XE,BDL,EWR,-28.0,-15.0,0.0,115.0
2010-07-18,OO,RKS,GCC,-20.0,-15.0,0.0,261.0
2010-08-07,AA,BOS,ORD,-31.0,-15.0,0.0,867.0
2010-12-07,OO,SAN,LAX,-13.0,-15.0,0.0,109.0
2010-11-19,YV,BUR,PHX,-17.0,-15.0,0.0,369.0
2010-09-20,B6,ACK,JFK,-45.0,-15.0,0.0,199.0
2010-06-20,AS,ANC,FAI,-19.0,-15.0,0.0,261.0
2010-05-01,XE,JAX,IAH,-8.0,-15.0,0.0,817.0
2010-03-13,YV,HNL,ITO,-9.0,-15.0,0.0,216.0
2010-07-03,DL,MCO,DTW,-16.0,-14.0,0.0,957.0
2010-07-19,FL,TPA,ROC,-23.0,-14.0,0.0,1079.0
2010-03-01,9E,SCE,DTW,-3.0,-14.0,0.0,300.0
2010-03-23,AS,SAN,SEA,-19.0,-14.0,0.0,1050.0
2010-05-28,OO,DRO,DEN,-18.0,-14.0,0.0,251.0
2010-06-08,US,SYR,PHL,-4.0,-14.0,0.0,228.0
2010-01-23,US,MYR,CLT,-11.0,-14.0,0.0,156.0
2010-06-18,CO,TPA,CLE,-8.0,-14.0,0.0,927.0
2010-10-05,OO,CID,MSP,-29.0,-14.0,0.0,221.0
2010-08-06,9E,XNA,MEM,-22.0,-14.0,0.0,258.0
2010-10-05,F9,SMF,DEN,-6.0,-14.0,0.0,909.0
2010-09-01,CO,PBI,EWR,-26.0,-13.0,0.0,1024.0
2010-02-16,CO,ANC,SEA,7.0,-13.0,0.0,1449.0
2010-03-25,FL,SRQ,MDW,-17.0,-13.0,0.0,1035.0
2010-08-29,YV,GJT,PHX,12.0,-13.0,0.0,438.0
2010-06-18,B6,BTV,MCO,-9.0,-13.0,0.0,1195.0
2010-10-05,UA,DFW,ORD,-16.0,-13.0,0.0,802.0
2010-11-06,XE,LRD,IAH,-15.0,-13.0,0.0,301.0
2010-02-13,OO,LNK,ORD,-20.0,-13.0,0.0,466.0
2010-08-11,OO,MSN,ORD,-3.0,-13.0,0.0,109.0
2010-07-26,US,MCO,PHL,-28.0,-13.0,0.0,861.0
2010-06-08,AS,SNA,SEA,-10.0,-13.0,0.0,978.0
2010-01-14,XE,MKE,CLE,-22.0,-13.0,0.0,328.0
2010-04-15,US,PBI,CLT,-20.0,-13.0,0.0,590.0
2010-07-21,OO,WYS,SLC,6.0,-13.0,0.0,273.0
2010-03-05,OO,MSO,DEN,-13.0,-13.0,0.0,679.0
2010-07-29,DL,BDL,MCO,-3.0,-13.0,0.0,1050.0
2010-01-28,EV,CRW,ATL,-22.0,-13.0,0.0,363.0
2010-11-14,MQ,DFW,BTR,-17.0,-12.0,0.0,383.0
2010-09-21,DL,TPA,CVG,-8.0,-12.0,0.0,773.0
