MONTH,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,DEST,DEP_DELAY,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_M,DEP_TIME_M,CRS_ARR_M,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,sch_dep,sch_arr,TAXI_OUT,Condition
11,1,5,3,10,0,124,636,324,323,448,48,30,58,15,25,38,29.86,9,17,14,3
11,1,5,3,28,0,371,2475,340,333,531,48,30,58,15,25,38,29.86,9,17,15,3
11,1,5,3,20,1,181,1069,301,341,482,48,30,58,15,25,38,29.86,9,17,22,3
11,1,5,3,30,0,168,944,345,343,513,48,30,58,15,25,38,29.86,9,17,12,3
11,1,5,4,1,0,139,760,360,356,499,46,28,58,15,24,35,29.91,9,17,13,3
11,1,5,1,36,0,161,740,359,358,460,46,28,58,15,24,35,29.91,9,17,21,3
11,1,5,1,28,0,373,2475,360,359,553,46,28,58,15,24,35,29.91,9,17,26,3
11,1,5,3,7,0,80,301,365,360,445,46,28,58,15,24,35,29.91,17,21,11,3
11,1,5,3,29,0,368,2465,365,365,553,46,28,58,15,24,35,29.91,17,21,25,3
11,1,5,3,20,0,184,1069,370,373,554,46,28,58,15,24,35,29.91,17,21,29,3
11,1,5,3,27,0,343,2248,381,376,544,46,28,58,15,24,35,29.91,17,21,26,3
11,1,5,1,15,0,95,213,384,379,479,46,28,58,15,24,35,29.91,17,21,30,3
11,1,5,1,42,0,336,2153,390,386,546,46,28,58,15,24,35,29.91,17,21,24,3
11,1,5,3,56,0,388,2586,410,407,618,46,28,58,15,24,35,29.91,17,21,17,3
11,1,5,3,58,1,222,1598,301,409,523,46,28,58,15,24,35,29.91,17,21,16,3
11,1,5,4,56,0,391,2586,420,414,631,47,29,59,15,24,29,30.0,17,21,16,3
11,1,5,4,59,0,321,1990,419,414,620,47,29,59,15,24,29,30.0,17,21,25,3
11,1,5,4,4,0,82,187,420,415,502,47,29,59,15,24,29,30.0,17,21,15,3
11,1,5,1,56,0,386,2586,420,417,626,47,29,59,15,24,29,30.0,17,21,18,3
11,1,5,3,54,0,143,718,419,417,562,47,29,59,15,24,29,30.0,17,21,14,3
11,1,5,3,63,0,73,209,420,417,493,47,29,59,15,24,29,30.0,17,21,21,3
11,1,5,3,1,0,154,760,418,418,572,47,29,59,15,24,29,30.0,17,21,16,3
11,1,5,4,32,0,187,1029,420,418,547,47,29,59,15,24,29,30.0,17,21,34,3
11,1,5,3,28,0,379,2475,425,418,624,47,29,59,15,24,29,30.0,17,21,15,3
11,1,5,4,28,0,365,2475,420,419,605,47,29,59,15,24,29,30.0,17,21,23,3
11,1,5,4,55,0,373,2422,425,423,618,47,29,59,15,24,29,30.0,30,26,24,3
11,1,5,1,31,0,184,1089,420,424,604,47,29,59,15,24,29,30.0,30,26,24,3
11,1,5,2,55,0,380,2422,430,424,630,47,29,59,15,24,29,30.0,30,26,19,3
11,1,5,2,40,0,375,2454,445,442,640,47,29,59,15,24,29,30.0,30,26,20,3
11,1,5,3,64,0,180,1005,447,445,627,47,29,59,15,24,29,30.0,30,26,13,3
11,1,5,3,6,0,75,266,455,461,530,47,29,59,15,24,29,30.0,30,26,11,3
11,1,5,3,36,0,163,740,467,463,570,47,29,59,15,24,29,30.0,30,26,13,3
11,1,5,1,28,0,376,2475,480,474,676,50,29,52,15,21,30,30.0,30,26,20,3
11,1,5,1,36,0,166,740,479,476,585,50,29,52,15,21,30,30.0,30,26,19,3
11,1,5,4,23,0,253,1417,480,477,673,50,29,52,15,21,30,30.0,30,26,23,3
11,1,5,4,16,0,271,1626,480,478,631,50,29,52,15,21,30,30.0,30,26,20,3
11,1,5,3,51,1,193,1074,449,478,642,50,29,52,15,21,30,30.0,30,26,10,3
11,1,5,3,28,0,376,2475,480,479,676,50,29,52,15,21,30,30.0,30,26,12,3
11,1,5,6,37,0,88,290,485,479,573,50,29,52,15,21,30,30.0,30,26,25,3
11,1,5,0,26,0,156,828,485,480,641,50,29,52,15,21,30,30.0,46,19,24,3
11,1,5,3,30,0,176,944,480,480,656,50,29,52,15,21,30,30.0,46,19,10,3
11,1,5,4,31,0,181,1089,485,480,666,50,29,52,15,21,30,30.0,46,19,36,3
11,1,5,4,33,0,189,1182,485,481,614,50,29,52,15,21,30,30.0,46,19,11,3
11,1,5,1,12,0,136,541,485,481,621,50,29,52,15,21,30,30.0,46,19,21,3
11,1,5,4,30,0,170,944,485,482,655,50,29,52,15,21,30,30.0,46,19,15,3
11,1,5,0,3,0,159,765,485,483,584,50,29,52,15,21,30,30.0,46,19,24,3
11,1,5,0,47,0,111,427,485,483,596,50,29,52,15,21,30,30.0,46,19,12,3
11,1,5,4,56,0,400,2586,490,483,710,50,29,52,15,21,30,30.0,46,19,28,3
11,1,5,3,20,0,187,1069,480,484,667,50,29,52,15,21,30,30.0,46,19,25,3
11,1,5,4,58,0,234,1598,485,484,719,50,29,52,15,21,30,30.0,46,19,29,3
11,1,5,4,52,0,359,2446,485,485,664,50,29,52,15,21,30,30.0,46,19,25,3
11,1,5,4,57,0,388,2569,495,489,703,50,29,52,15,21,30,30.0,46,19,26,3
11,1,5,4,64,0,173,1005,485,492,658,50,29,52,15,21,30,30.0,46,19,21,3
11,1,5,3,47,0,104,427,488,494,592,50,29,52,15,21,30,30.0,46,19,21,3
11,1,5,3,50,1,84,264,423,494,507,50,29,52,15,21,30,30.0,46,19,27,3
11,1,5,3,59,0,321,1990,505,498,706,50,29,52,15,21,30,30.0,46,19,26,3
11,1,5,1,31,0,194,1089,490,498,684,50,29,52,15,21,30,30.0,46,19,25,3
11,1,5,4,20,0,174,1069,485,499,659,50,29,52,15,21,30,30.0,46,19,26,3
11,1,5,1,17,0,239,1391,509,509,688,50,29,52,15,21,30,30.0,46,19,16,3
11,1,5,3,52,0,376,2446,510,511,706,50,29,52,15,21,30,30.0,46,19,22,3
11,1,5,3,28,0,379,2475,515,511,714,50,29,52,15,21,30,30.0,46,19,25,3
11,1,5,4,1,0,146,760,510,512,656,50,29,52,15,21,30,30.0,46,19,16,3
11,1,5,4,28,0,370,2475,515,512,705,50,29,52,15,21,30,30.0,46,19,16,3
11,1,5,3,4,1,73,187,427,515,500,50,29,52,15,21,30,30.0,46,19,22,3
11,1,5,3,7,1,84,301,480,517,564,50,29,52,15,21,30,30.0,46,19,15,3
11,1,5,3,55,0,382,2422,525,518,727,50,29,52,15,21,30,30.0,46,19,15,3
11,1,5,4,10,0,141,636,523,521,664,50,29,52,15,21,30,30.0,46,19,17,3
11,1,5,3,33,1,204,1182,400,523,544,50,29,52,15,21,30,30.0,46,19,13,3
11,1,5,0,22,0,84,228,540,535,624,52,28,47,16,25,32,30.02,46,19,18,3
11,1,5,0,7,1,95,301,485,536,580,52,28,47,16,25,32,30.02,46,19,22,3
11,1,5,3,26,1,153,828,451,545,604,52,28,47,16,25,32,30.02,30,18,19,3
11,1,5,3,58,0,232,1598,550,545,782,52,28,47,16,25,32,30.02,30,18,19,3
11,1,5,4,2,0,240,1521,555,547,735,52,28,47,16,25,32,30.02,30,18,14,3
11,1,5,4,27,1,340,2248,510,548,670,52,28,47,16,25,32,30.02,30,18,23,3
11,1,5,0,54,0,141,718,550,550,691,52,28,47,16,25,32,30.02,30,18,15,3
11,1,5,1,28,0,374,2475,555,551,749,52,28,47,16,25,32,30.02,30,18,18,3
11,1,5,2,57,0,390,2569,560,554,770,52,28,47,16,25,32,30.02,30,18,23,3
11,1,5,3,30,0,176,944,560,555,736,52,28,47,16,25,32,30.02,30,18,17,3
11,1,5,0,18,0,127,509,562,555,689,52,28,47,16,25,32,30.02,30,18,18,3
11,1,5,3,2,1,254,1521,502,556,696,52,28,47,16,25,32,30.02,30,18,10,3
11,1,5,3,56,0,397,2586,562,559,779,52,28,47,16,25,32,30.02,30,18,15,3
11,1,5,0,46,0,73,273,575,565,648,52,28,47,16,25,32,30.02,30,18,22,3
11,1,5,3,61,0,184,1041,568,568,752,52,28,47,16,25,32,30.02,30,18,14,3
11,1,5,2,56,0,395,2586,570,569,785,52,28,47,16,25,32,30.02,30,18,35,3
11,1,5,0,37,0,82,290,575,570,657,52,28,47,16,25,32,30.02,30,18,19,3
11,1,5,2,55,0,380,2422,570,572,770,52,28,47,16,25,32,30.02,30,18,28,3
11,1,5,4,56,0,387,2586,580,574,787,52,28,47,16,25,32,30.02,30,18,22,3
11,1,5,8,13,0,112,483,580,577,692,52,28,47,16,25,32,30.02,30,18,11,3
11,1,5,0,36,0,166,740,580,580,686,52,28,47,16,25,32,30.02,30,18,25,3
11,1,5,0,50,0,83,264,585,584,668,52,28,47,16,25,32,30.02,30,18,18,3
11,1,5,3,20,0,188,1069,590,591,778,54,28,43,15,21,33,30.05,30,18,18,3
11,1,5,3,7,0,85,301,599,594,684,54,28,43,15,21,33,30.05,30,18,18,3
11,1,5,5,21,0,660,4983,600,600,900,54,28,43,15,21,33,30.05,16,19,15,3
11,1,5,3,39,0,180,1028,605,602,785,54,28,43,15,21,33,30.05,16,19,15,3
11,1,5,3,28,0,376,2475,608,604,804,54,28,43,15,21,33,30.05,16,19,14,3
11,1,5,4,28,1,360,2475,595,616,775,54,28,43,15,21,33,30.05,16,19,15,3
11,1,5,4,27,0,343,2248,625,620,788,54,28,43,15,21,33,30.05,16,19,17,3
11,1,5,0,9,1,86,184,520,626,606,54,28,43,15,21,33,30.05,16,19,19,3
11,1,5,6,11,0,108,425,629,626,737,54,28,43,15,21,33,30.05,16,19,20,3
11,1,5,0,4,0,82,187,630,627,712,54,28,43,15,21,33,30.05,16,19,16,3
11,1,5,3,56,0,393,2586,659,652,872,55,27,40,15,20,31,30.05,16,19,9,3
11,1,5,1,56,0,382,2586,660,654,862,55,27,40,15,20,31,30.05,16,19,21,3
11,1,5,1,2,0,238,1521,659,655,837,55,27,40,15,20,31,30.05,16,19,16,3
11,1,5,1,28,0,368,2475,660,657,848,55,27,40,15,20,31,30.05,16,19,22,3
11,1,5,3,30,0,175,944,665,661,840,55,27,40,15,20,31,30.05,29,17,16,3
11,1,5,4,32,0,187,1029,668,664,795,55,27,40,15,20,31,30.05,29,17,16,3
11,1,5,1,31,0,183,1089,665,668,848,55,27,40,15,20,31,30.05,29,17,17,3
11,1,5,4,59,0,311,1990,671,672,862,55,27,40,15,20,31,30.05,29,17,22,3
11,1,5,3,8,1,376,2465,637,674,833,55,27,40,15,20,31,30.05,29,17,16,3
11,1,5,3,4,0,70,187,677,675,747,55,27,40,15,20,31,30.05,29,17,17,3
11,1,5,4,56,0,391,2586,685,685,896,55,27,40,15,20,31,30.05,29,17,17,3
11,1,5,2,56,0,395,2586,690,686,905,55,27,40,15,20,31,30.05,29,17,20,3
11,1,5,2,28,0,380,2475,690,690,890,55,27,40,15,20,31,30.05,29,17,22,3
11,1,5,4,12,0,135,541,705,704,840,55,27,40,15,20,31,30.05,29,17,12,3
11,1,5,4,55,0,382,2422,696,705,898,55,27,40,15,20,31,30.05,29,17,19,3
11,1,5,0,15,1,84,213,515,712,599,57,28,39,16,21,26,30.06,29,17,25,3
11,1,5,3,28,0,373,2475,720,714,913,57,28,39,16,21,26,30.06,29,17,13,3
11,1,5,4,28,0,361,2475,705,716,886,57,28,39,16,21,26,30.06,29,17,14,3
11,1,5,4,1,0,146,760,719,718,865,57,28,39,16,21,26,30.06,29,17,18,3
11,1,5,4,58,0,233,1598,719,719,952,57,28,39,16,21,26,30.06,29,17,22,3
11,1,5,0,63,1,71,209,660,720,731,57,28,39,16,21,26,30.06,20,24,22,3
11,1,5,0,11,0,108,425,740,735,848,57,28,39,16,21,26,30.06,20,24,15,3
11,1,5,0,6,0,79,266,735,735,814,57,28,39,16,21,26,30.06,20,24,23,3
11,1,5,3,20,1,188,1069,690,738,878,57,28,39,16,21,26,30.06,20,24,23,3
11,1,5,1,28,0,369,2475,750,741,939,57,28,39,16,21,26,30.06,20,24,13,3
11,1,5,1,31,0,185,1089,749,746,934,57,28,39,16,21,26,30.06,20,24,16,3
11,1,5,8,4,0,79,187,750,750,829,57,28,39,16,21,26,30.06,20,24,19,3
11,1,5,1,12,1,120,541,738,755,858,57,28,39,16,21,26,30.06,20,24,21,3
11,1,5,3,50,1,77,264,725,762,802,57,28,39,16,21,26,30.06,20,24,15,3
11,1,5,4,18,0,125,509,774,767,899,57,28,39,16,21,26,30.06,20,24,17,3
11,1,5,0,36,0,165,740,776,769,881,57,28,39,16,21,26,30.06,20,24,14,3
11,1,5,0,47,0,106,427,783,778,889,57,26,36,16,17,25,30.08,20,24,12,3
11,1,5,3,4,0,69,187,780,780,849,57,26,36,16,17,25,30.08,22,32,15,3
11,1,5,3,23,0,250,1417,786,785,976,57,26,36,16,17,25,30.08,22,32,13,3
11,1,5,2,28,0,380,2475,805,804,1005,57,26,36,16,17,25,30.08,22,32,13,3
11,1,5,1,12,0,126,541,811,806,937,57,26,36,16,17,25,30.08,22,32,16,3
11,1,5,7,7,0,87,301,810,810,897,57,26,36,16,17,25,30.08,22,32,14,3
11,1,5,0,22,0,79,228,815,815,894,57,26,36,16,17,25,30.08,22,32,18,3
11,1,5,1,42,0,333,2153,810,818,963,57,26,36,16,17,25,30.08,22,32,13,3
11,1,5,4,10,0,128,636,825,820,953,57,26,36,16,17,25,30.08,22,32,26,3
11,1,5,4,1,0,145,760,825,820,970,57,26,36,16,17,25,30.08,22,32,22,3
11,1,5,3,20,0,187,1069,826,820,1013,57,26,36,16,17,25,30.08,22,32,21,3
11,1,5,3,39,1,181,1028,689,826,870,57,26,36,16,17,25,30.08,22,32,37,3
11,1,5,6,3,0,158,765,840,833,938,57,27,37,15,17,23,30.1,22,32,23,3
11,1,5,3,64,0,179,1005,856,853,1035,57,27,37,15,17,23,30.1,25,36,19,3
11,1,5,1,28,0,373,2475,870,863,1063,57,27,37,15,17,23,30.1,25,36,18,3
11,1,5,3,28,0,375,2475,869,867,1064,57,27,37,15,17,23,30.1,25,36,11,3
11,1,5,3,39,0,180,1028,869,873,1049,57,27,37,15,17,23,30.1,25,36,11,3
11,1,5,3,26,0,152,828,884,874,1036,57,27,37,15,17,23,30.1,25,36,13,3
11,1,5,1,17,0,243,1391,883,880,1066,57,27,37,15,17,23,30.1,25,36,14,3
11,1,5,6,43,0,105,340,894,883,999,57,27,37,15,17,23,30.1,25,36,23,3
11,1,5,0,48,0,95,288,890,884,985,57,27,37,15,17,23,30.1,25,36,39,3
11,1,5,3,10,1,131,636,856,887,987,57,27,37,15,17,23,30.1,25,36,11,3
11,1,5,0,43,0,116,340,895,890,1011,57,27,37,15,17,23,30.1,25,36,17,3
11,1,5,0,54,0,141,718,895,892,1036,55,27,40,15,14,0,30.12,25,36,19,3
11,1,5,4,23,0,250,1417,895,892,1085,55,27,40,15,14,0,30.12,25,36,14,3
11,1,5,4,27,0,344,2248,895,895,1059,55,27,40,15,14,0,30.12,25,36,22,3
11,1,5,7,15,0,95,213,900,897,995,55,27,40,15,14,0,30.12,25,36,16,3
11,1,5,4,31,0,196,1089,910,907,1106,55,27,40,15,14,0,30.12,25,32,17,3
11,1,5,3,58,1,229,1598,839,911,1068,55,27,40,15,14,0,30.12,25,32,18,3
11,1,5,3,54,1,141,718,888,912,1029,55,27,40,15,14,0,30.12,25,32,15,3
11,1,5,6,24,0,148,665,924,912,1072,55,27,40,15,14,0,30.12,25,32,13,3
11,1,5,8,13,0,117,483,929,919,1046,55,27,40,15,14,0,30.12,25,32,19,3
11,1,5,6,37,0,92,290,930,922,1022,55,27,40,15,14,0,30.12,25,32,23,3
11,1,5,3,56,0,404,2586,930,923,1154,55,27,40,15,14,0,30.12,25,32,16,3
11,1,5,1,31,0,193,1089,930,927,1123,55,27,40,15,14,0,30.12,25,32,23,3
11,1,5,3,33,1,211,1182,900,932,1051,55,27,40,15,14,0,30.12,25,32,13,3
11,1,5,4,30,0,184,944,935,932,1119,55,27,40,15,14,0,30.12,25,32,21,3
11,1,5,3,4,0,75,187,936,933,1011,55,27,40,15,14,0,30.12,25,32,28,3
11,1,5,3,1,1,156,760,885,934,1041,55,27,40,15,14,0,30.12,25,32,13,3
11,1,5,0,24,0,153,665,945,938,1098,55,27,40,15,14,0,30.12,25,32,18,3
11,1,5,4,28,0,375,2475,930,940,1125,55,27,40,15,14,0,30.12,25,32,26,3
11,1,5,4,20,0,192,1069,940,943,1132,55,27,40,15,14,0,30.12,25,32,26,3
11,1,5,4,64,0,183,1005,950,946,1133,55,27,40,15,14,0,30.12,25,32,19,3
11,1,5,4,1,0,160,760,939,947,1099,55,27,40,15,14,0,30.12,25,32,13,3
11,1,5,3,7,1,84,301,889,950,973,55,27,40,15,14,0,30.12,25,32,21,3
11,1,5,4,59,0,324,1990,959,952,1163,53,27,43,16,15,0,30.14,25,32,22,3
11,1,5,1,36,0,177,740,960,958,1077,53,27,43,16,15,0,30.14,25,32,17,3
11,1,5,7,36,0,173,740,959,959,1072,53,27,43,16,15,0,30.14,25,32,37,3
11,1,5,4,33,0,202,1182,960,960,1102,53,27,43,16,15,0,30.14,24,34,10,3
11,1,5,1,27,0,354,2248,959,965,1133,53,27,43,16,15,0,30.14,24,34,14,3
11,1,5,3,58,1,233,1598,929,973,1162,53,27,43,16,15,0,30.14,24,34,13,3
11,1,5,3,28,0,381,2475,960,974,1161,53,27,43,16,15,0,30.14,24,34,19,3
11,1,5,1,56,0,400,2586,980,978,1200,53,27,43,16,15,0,30.14,24,34,20,3
11,1,5,6,14,0,136,589,995,982,1131,53,27,43,16,15,0,30.14,24,34,17,3
11,1,5,3,30,0,176,944,978,982,1154,53,27,43,16,15,0,30.14,24,34,12,3
11,1,5,3,36,1,173,740,959,983,1072,53,27,43,16,15,0,30.14,24,34,19,3
11,1,5,3,52,0,365,2446,990,984,1175,53,27,43,16,15,0,30.14,24,34,16,3
11,1,5,6,47,0,111,427,986,987,1097,53,27,43,16,15,0,30.14,24,34,23,3
11,1,5,3,20,0,187,1069,990,988,1177,53,27,43,16,15,0,30.14,24,34,16,3
11,1,5,6,9,1,75,184,959,995,1034,53,27,43,16,15,0,30.14,24,34,13,3
11,1,5,0,7,0,104,301,1000,996,1104,53,27,43,16,15,0,30.14,24,34,16,3
11,1,5,1,42,0,340,2153,985,1000,1145,53,27,43,16,15,0,30.14,24,34,17,3
11,1,5,4,56,1,402,2586,956,1002,1178,53,27,43,16,15,0,30.14,24,34,17,3
11,1,5,3,6,1,72,266,730,1008,802,53,27,43,16,15,0,30.14,24,34,14,3
11,1,5,3,51,0,192,1074,1019,1010,1211,53,27,43,16,15,0,30.14,24,34,13,3
11,1,5,3,8,1,377,2465,990,1010,1187,53,27,43,16,15,0,30.14,24,34,16,3
11,1,5,2,28,0,390,2475,1015,1011,1225,52,26,43,8,16,0,30.17,24,34,18,3
11,1,5,2,56,0,405,2586,1020,1013,1245,52,26,43,8,16,0,30.17,24,34,24,3
11,1,5,1,28,0,385,2475,1020,1016,1225,52,26,43,8,16,0,30.17,24,34,15,3
11,1,5,4,1,0,154,760,1019,1018,1173,52,26,43,8,16,0,30.17,24,34,10,3
11,1,5,0,4,0,99,187,1015,1021,1114,52,26,43,8,16,0,30.17,26,30,17,3
11,1,5,3,4,0,71,187,1020,1023,1091,52,26,43,8,16,0,30.17,26,30,19,3
11,1,5,1,12,1,131,541,1010,1029,1141,52,26,43,8,16,0,30.17,26,30,14,3
11,1,5,0,18,0,135,509,1045,1040,1180,52,26,43,8,16,0,30.17,26,30,19,3
11,1,5,3,47,1,105,427,1026,1043,1131,52,26,43,8,16,0,30.17,26,30,12,3
11,1,5,3,29,0,372,2465,1055,1048,1247,52,26,43,8,16,0,30.17,26,30,15,3
11,1,5,3,28,1,374,2475,1040,1066,1234,52,26,43,8,16,0,30.17,26,30,19,3
11,1,5,0,47,0,121,427,1070,1068,1191,52,26,43,8,16,0,30.17,26,30,14,3
11,1,5,3,60,1,379,2521,1052,1069,1251,52,26,43,8,16,0,30.17,26,30,18,3
11,1,5,3,55,0,382,2422,1077,1069,1279,52,26,43,8,16,0,30.17,26,30,15,3
11,1,5,4,42,0,334,2153,1079,1072,1233,50,24,44,8,17,0,30.2,26,30,18,3
11,1,5,1,56,0,400,2586,1065,1075,1285,50,24,44,8,17,0,30.2,26,30,17,3
11,1,5,4,40,0,386,2454,1080,1078,1286,50,24,44,8,17,0,30.2,26,30,21,3
11,1,5,3,57,0,392,2569,1080,1083,1292,50,24,44,8,17,0,30.2,34,35,21,3
11,1,5,3,35,0,370,2429,1080,1084,1270,50,24,44,8,17,0,30.2,34,35,18,3
11,1,5,7,3,0,160,765,1095,1091,1195,50,24,44,8,17,0,30.2,34,35,7,3
11,1,5,4,17,0,247,1391,1100,1096,1287,50,24,44,8,17,0,30.2,34,35,13,3
11,1,5,4,53,0,248,1587,1105,1099,1293,50,24,44,8,17,0,30.2,34,35,12,3
11,1,5,3,45,0,362,2378,1110,1106,1292,50,24,44,8,17,0,30.2,34,35,22,3
11,1,5,1,53,0,260,1587,1109,1106,1309,50,24,44,8,17,0,30.2,34,35,15,3
11,1,5,4,55,0,390,2422,1109,1107,1319,50,24,44,8,17,0,30.2,34,35,26,3
11,1,5,3,64,1,183,1005,1020,1109,1203,50,24,44,8,17,0,30.2,34,35,16,3
11,1,5,3,7,0,90,301,1115,1111,1205,50,24,44,8,17,0,30.2,34,35,21,3
11,1,5,2,55,0,385,2422,1120,1115,1325,50,24,44,8,17,0,30.2,34,35,28,3
11,1,5,4,28,0,370,2475,1120,1116,1310,50,24,44,8,17,0,30.2,34,35,19,3
11,1,5,4,2,0,251,1521,1125,1123,1316,50,24,44,8,17,0,30.2,34,35,10,3
11,1,5,4,1,0,154,760,1125,1128,1279,50,24,44,8,17,0,30.2,34,35,19,3
11,1,5,0,14,0,144,589,1135,1130,1279,50,24,44,8,17,0,30.2,34,35,21,3
11,1,5,3,34,0,392,2576,1139,1138,1351,50,24,44,8,17,0,30.2,34,35,22,3
11,1,5,1,12,0,137,541,1139,1149,1276,50,24,44,8,17,0,30.2,40,24,15,3
11,1,5,3,30,1,176,944,1069,1150,1245,50,24,44,8,17,0,30.2,40,24,18,3
11,1,5,4,30,0,186,944,1165,1157,1351,50,24,44,8,17,0,30.2,40,24,13,3
11,1,5,6,37,0,92,290,1169,1160,1261,50,24,44,8,17,0,30.2,40,24,36,3
11,1,5,1,28,1,387,2475,1109,1161,1316,49,26,48,7,12,0,30.21,40,24,34,3
11,1,5,3,20,1,188,1069,1130,1163,1318,49,26,48,7,12,0,30.21,40,24,23,3
11,1,5,4,64,0,186,1005,1168,1163,1354,49,26,48,7,12,0,30.21,40,24,15,3
11,1,5,4,28,0,390,2475,1165,1163,1375,49,26,48,7,12,0,30.21,40,24,21,3
11,1,5,4,52,0,372,2446,1168,1164,1360,49,26,48,7,12,0,30.21,40,24,19,3
11,1,5,4,31,0,192,1089,1165,1164,1357,49,26,48,7,12,0,30.21,40,24,17,3
11,1,5,0,11,0,137,425,1170,1166,1307,49,26,48,7,12,0,30.21,40,24,31,3
11,1,5,4,32,0,202,1029,1169,1169,1311,49,26,48,7,12,0,30.21,40,24,31,3
11,1,5,3,56,0,409,2586,1180,1171,1409,49,26,48,7,12,0,30.21,40,24,31,3
11,1,5,3,27,0,353,2248,1176,1173,1349,49,26,48,7,12,0,30.21,40,24,37,3
11,1,5,3,59,0,327,1990,1182,1176,1389,49,26,48,7,12,0,30.21,40,24,38,3
11,1,5,4,12,0,156,541,1185,1179,1341,49,26,48,7,12,0,30.21,40,24,14,3
11,1,5,4,16,0,278,1626,1185,1181,1343,49,26,48,7,12,0,30.21,40,24,40,3
11,1,5,0,26,0,174,828,1188,1186,1362,49,26,48,7,12,0,30.21,40,24,32,3
11,1,5,6,3,0,164,765,1199,1188,1303,49,26,48,7,12,0,30.21,40,24,19,3
11,1,5,3,0,0,307,1826,1200,1191,1387,49,26,48,7,12,0,30.21,40,24,23,3
11,1,5,4,56,0,403,2586,1205,1198,1428,49,26,48,7,12,0,30.21,40,24,30,3
11,1,5,7,36,0,184,740,1199,1199,1323,49,26,48,7,12,0,30.21,40,24,41,3
11,1,5,0,4,0,104,187,1199,1199,1303,49,26,48,7,12,0,30.21,40,24,39,3
11,1,5,2,28,0,390,2475,1205,1200,1415,49,26,48,7,12,0,30.21,25,35,37,3
11,1,5,4,58,0,240,1598,1215,1209,15,49,26,48,7,12,0,30.21,25,35,34,3
11,1,5,1,28,0,388,2475,1200,1209,1408,49,26,48,7,12,0,30.21,25,35,32,3
11,1,5,8,13,0,124,483,1225,1220,1349,49,26,48,7,12,0,30.21,25,35,10,3
11,1,5,1,28,0,385,2475,1230,1231,1435,49,26,48,7,12,0,30.21,25,35,19,3
11,1,5,3,26,0,157,828,1230,1236,1387,49,26,48,7,12,0,30.21,25,35,19,3
11,1,5,0,47,0,121,427,1240,1239,1361,49,26,48,7,12,0,30.21,25,35,13,3
11,1,5,3,63,1,76,209,1139,1240,1215,49,26,48,7,12,0,30.21,25,35,18,3
11,1,5,3,39,0,183,1028,1243,1241,1426,49,26,48,7,12,0,30.21,25,35,22,3
11,1,5,1,31,1,197,1089,1095,1251,1292,47,26,52,7,15,0,30.23,25,35,16,3
11,1,5,0,43,0,114,340,1260,1253,1374,47,26,52,7,15,0,30.23,25,35,16,3
11,1,5,3,16,1,275,1626,1214,1253,1369,47,26,52,7,15,0,30.23,25,35,17,3
11,1,5,3,44,0,239,1617,1260,1257,59,47,26,52,7,15,0,30.23,25,35,17,3
11,1,5,3,42,1,343,2153,1226,1260,1389,47,26,52,7,15,0,30.23,34,27,18,3
11,1,5,4,15,0,89,213,1260,1260,1349,47,26,52,7,15,0,30.23,34,27,20,3
11,1,5,4,27,0,351,2248,1255,1261,1426,47,26,52,7,15,0,30.23,34,27,18,3
11,1,5,3,40,0,381,2454,1268,1268,29,47,26,52,7,15,0,30.23,34,27,19,3
11,1,5,1,56,0,399,2586,1275,1269,54,47,26,52,7,15,0,30.23,34,27,20,3
11,1,5,4,1,0,158,760,1275,1270,1433,47,26,52,7,15,0,30.23,34,27,12,3
11,1,5,1,42,0,337,2153,1282,1278,1439,47,26,52,7,15,0,30.23,34,27,12,3
11,1,5,6,47,0,111,427,1290,1281,1401,47,26,52,7,15,0,30.23,34,27,27,3
11,1,5,3,28,0,376,2475,1280,1282,36,47,26,52,7,15,0,30.23,34,27,16,3
11,1,5,1,2,0,252,1521,1290,1283,42,47,26,52,7,15,0,30.23,34,27,13,3
11,1,5,0,63,0,90,209,1289,1284,1379,47,26,52,7,15,0,30.23,34,27,19,3
11,1,5,0,22,0,94,228,1289,1285,1383,47,26,52,7,15,0,30.23,34,27,13,3
11,1,5,3,27,0,347,2248,1290,1286,17,47,26,52,7,15,0,30.23,34,27,18,3
11,1,5,0,9,0,88,184,1289,1288,1377,47,26,52,7,15,0,30.23,34,27,31,3
11,1,5,0,7,0,111,301,1289,1288,1400,47,26,52,7,15,0,30.23,34,27,17,3
11,1,5,3,2,0,252,1521,1295,1290,47,47,26,52,7,15,0,30.23,34,27,16,3
11,1,5,3,28,1,387,2475,1180,1295,1387,47,26,52,7,15,0,30.23,34,27,14,3
11,1,5,0,50,0,94,264,1300,1298,1394,47,26,52,7,15,0,30.23,34,27,16,3
11,1,5,3,64,0,179,1005,1305,1299,44,47,26,52,7,15,0,30.23,34,27,14,3
11,1,5,0,37,0,99,290,1289,1299,1388,47,26,52,7,15,0,30.23,34,27,17,3
11,1,5,3,56,0,390,2586,1309,1302,79,47,26,52,7,15,0,30.23,34,27,20,3
11,1,5,3,51,0,191,1074,1310,1307,61,47,26,52,7,15,0,30.23,34,27,16,3
11,1,5,1,28,1,385,2475,1290,1309,55,47,26,52,7,15,0,30.23,34,27,20,3
